City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
329,russellville,35.2784,-93.1338,18.32,42,100,2.57,US,1701978663
330,independence,39.0911,-94.4155,18.66,50,0,9.26,US,1701978663
331,lodwar,3.1191,35.5973,30.47,33,0,3.56,KE,1701978664
332,ketchikan,55.3422,-131.6461,3.99,93,100,0.0,US,1701978664
333,leava,-14.3,-178.1667,28.12,79,75,6.33,WF,1701978664
334,khandyga,62.6667,135.6,-31.57,90,100,2.12,RU,1701978664
335,takoradi,4.8845,-1.7554,27.13,80,98,3.51,GH,1701978665
336,muisne,0.6,-80.0333,26.28,84,83,4.43,EC,1701978665
337,xilin hot,43.9667,116.0333,0.63,63,14,9.41,CN,1701978665
338,zhaotong,27.3167,103.7167,7.25,89,17,2.19,CN,1701978402
339,lappeenranta,61.0587,28.1887,-13.97,85,100,3.09,FI,1701978665
340,zlatoust,55.1711,59.6508,-28.34,100,56,1.34,RU,1701978665
341,raduzhny,62.0961,77.475,-25.94,88,100,3.87,RU,1701978666
342,mili,6.0815,171.735,27.92,83,27,8.74,MH,1701978666
343,pathein,16.7833,94.7333,24.01,92,21,1.21,MM,1701978666
344,georgetown,5.4112,100.3354,25.96,92,20,1.03,MY,1701978666
345,magadan,59.5667,150.8,-10.76,81,100,7.6,RU,1701978666
346,tazovsky,67.4667,78.7,-24.26,96,100,4.93,RU,1701978667
347,dryden,49.7833,-92.7503,1.16,86,100,2.57,CA,1701978667
348,freetown,8.484,-13.2299,28.84,79,40,4.12,SL,1701978667
349,cartagena del chaira,1.3349,-74.8429,28.93,76,73,1.44,CO,1701978667
350,santana,-0.0583,-51.1817,34.1,59,20,6.17,BR,1701978592
351,fort mcmurray,56.7268,-111.381,-1.23,74,0,3.6,CA,1701978667
352,carnarvon,-24.8667,113.6333,21.03,71,0,10.24,AU,1701978668
353,penapolis,-21.4197,-50.0775,34.03,36,88,2.2,BR,1701978668
354,yenisehir,40.2644,29.6531,10.03,100,75,0.0,TR,1701978668
355,birzebbuga,35.8258,14.5269,16.2,62,20,3.6,MT,1701978668
356,gamba,-2.65,10.0,26.34,83,75,2.68,GA,1701978669
357,kolokani,13.5728,-8.0339,25.57,16,18,3.5,ML,1701978669
358,ca mau,9.1769,105.15,24.03,92,90,2.43,VN,1701978669
359,mount isa,-20.7333,139.5,22.87,43,5,2.57,AU,1701978669
360,onega,63.9061,38.1404,-21.84,99,66,2.17,RU,1701978670
